timestamp,date,hour,panel_id,irradiation,ambient_temp_c,module_temp_c,dc_power_kw,ac_power_kw,defect_type,efficiency_pct,confidence,severity,source,panel_capacity_kw,panel_age_years
2024-06-22 11:27:00,2024-06-22,11,ahmed.solar@gmail.com,0.887,32.3,64.9,2.439,2.283,Clean,78.6,98.0,info,scan,0.3,5
2024-06-23 15:10:00,2024-06-23,15,fatima.pv@outlook.com,0.809,32.1,61.2,1.243,1.165,Electrical-damage,50.0,98.9,critical,scan,0.5,7
2024-06-24 11:43:00,2024-06-24,11,ahmed.solar@gmail.com,0.809,36.3,68.8,2.01,1.918,Dusty,72.4,89.2,info,scan,0.3,8
2024-06-26 09:19:00,2024-06-26,9,ahmed.solar@gmail.com,0.58,32.2,59.3,1.161,1.098,Clean,81.6,90.2,info,scan,0.6,12
2024-06-26 13:29:00,2024-06-26,13,fatima.pv@outlook.com,1.036,36.0,71.0,1.058,1.007,Snow-covered,28.0,94.9,warning,scan,5.0,5
2024-06-26 17:41:00,2024-06-26,17,nora.renewables@hotmail.com,0.439,32.2,55.9,0.426,0.403,Physical-damage,56.4,88.6,critical,scan,1.5,2
2024-06-28 10:47:00,2024-06-28,10,ahmed.solar@gmail.com,0.777,37.1,64.9,1.464,1.397,Dusty,62.4,95.4,info,scan,1.0,8
2024-06-28 12:35:00,2024-06-28,12,solarcheck.qa@gmail.com,0.935,34.9,68.7,2.041,1.956,Dusty,60.2,86.8,info,scan,5.0,6
2024-06-29 12:51:00,2024-06-29,12,solar.ops.ksa@gmail.com,0.936,33.6,66.1,2.717,2.577,Clean,79.2,93.6,info,scan,0.6,6
2024-06-30 09:23:00,2024-06-30,9,nora.renewables@hotmail.com,0.554,37.3,63.8,0.976,0.928,Bird-drop,72.2,96.0,warning,scan,0.5,11
2024-07-01 07:45:00,2024-07-01,7,pvtech.uae@gmail.com,0.235,38.4,60.2,0.154,0.143,Bird-drop,72.6,93.2,warning,scan,1.5,10
2024-07-01 09:12:00,2024-07-01,9,maintenance01@solarfarm.com,0.562,35.0,63.3,1.105,1.036,Clean,79.4,93.4,info,scan,0.72,3
2024-07-01 09:55:00,2024-07-01,9,reemya185@gmail.com,0.526,36.8,61.1,0.957,0.908,Bird-drop,74.4,85.9,warning,scan,0.5,8
2024-07-01 10:13:00,2024-07-01,10,solarcheck.qa@gmail.com,0.719,39.9,69.5,0.995,0.933,Physical-damage,45.0,92.0,critical,scan,0.45,11
2024-07-01 11:07:00,2024-07-01,11,pvtech.uae@gmail.com,0.796,36.3,67.2,1.063,0.998,Electrical-damage,38.3,89.5,critical,scan,3.0,14
2024-07-02 17:14:00,2024-07-02,17,inspector_m@yahoo.com,0.45,36.4,60.4,0.506,0.48,Dusty,65.6,80.4,info,scan,5.0,1
2024-07-07 07:25:00,2024-07-07,7,reemya185@gmail.com,0.23,39.2,57.6,0.087,0.081,Snow-covered,42.0,96.6,warning,scan,1.5,12
2024-07-07 16:50:00,2024-07-07,16,nora.renewables@hotmail.com,0.532,35.7,63.7,1.044,0.979,Clean,79.3,97.0,info,scan,3.0,3
2024-07-10 15:16:00,2024-07-10,15,reemya185@gmail.com,0.731,39.4,70.5,1.565,1.473,Dusty,70.0,90.0,info,scan,0.6,10
2024-07-11 15:47:00,2024-07-11,15,fatima.pv@outlook.com,0.69,39.3,70.0,1.329,1.271,Dusty,63.9,94.3,info,scan,1.0,9
2024-07-11 17:01:00,2024-07-11,17,pvtech.uae@gmail.com,0.39,39.4,60.7,0.452,0.423,Dusty,66.7,94.3,info,scan,0.3,17
2024-07-12 08:11:00,2024-07-12,8,solarcheck.qa@gmail.com,0.448,38.4,62.6,0.498,0.465,Dusty,63.8,92.0,info,scan,0.5,9
2024-07-12 14:19:00,2024-07-12,14,ahmed.solar@gmail.com,0.768,38.4,70.1,1.755,1.645,Bird-drop,65.5,90.0,warning,scan,0.5,3
2024-07-14 16:13:00,2024-07-14,16,nora.renewables@hotmail.com,0.58,35.8,64.1,1.136,1.084,Clean,80.5,97.9,info,scan,10.0,10
2024-07-15 07:27:00,2024-07-15,7,green.energy.eg@gmail.com,0.23,36.7,55.2,0.169,0.16,Clean,83.1,96.0,info,scan,3.0,5
2024-07-15 08:14:00,2024-07-15,8,fatima.pv@outlook.com,0.379,35.7,57.4,0.288,0.27,Snow-covered,43.8,97.6,warning,scan,5.0,12
2024-07-15 11:17:00,2024-07-15,11,fatima.pv@outlook.com,0.923,39.4,69.4,2.187,2.092,Dusty,69.3,86.4,info,scan,1.0,2
2024-07-16 09:46:00,2024-07-16,9,solarcheck.qa@gmail.com,0.602,37.7,61.6,1.193,1.141,Clean,81.7,98.1,info,scan,0.4,6
2024-07-17 11:03:00,2024-07-17,11,nora.renewables@hotmail.com,0.883,36.8,70.8,1.785,1.704,Dusty,59.0,80.5,info,scan,0.72,10
2024-07-19 09:12:00,2024-07-19,9,pvtech.uae@gmail.com,0.647,35.8,66.3,1.254,1.189,Clean,79.2,88.5,info,scan,0.72,4
2024-07-19 16:45:00,2024-07-19,16,maintenance01@solarfarm.com,0.586,37.7,65.1,0.498,0.464,Snow-covered,34.1,86.2,warning,scan,1.5,9
2024-07-20 13:42:00,2024-07-20,13,solarcheck.qa@gmail.com,0.944,38.1,69.4,1.689,1.605,Electrical-damage,48.9,96.2,critical,scan,5.0,10
2024-07-21 14:58:00,2024-07-21,14,green.energy.eg@gmail.com,0.877,35.5,65.1,2.077,1.984,Dusty,69.1,91.9,info,scan,5.0,10
2024-07-21 16:43:00,2024-07-21,16,inspector_m@yahoo.com,0.605,36.6,61.3,1.032,0.987,Dusty,70.3,84.5,info,scan,8.0,13
2024-07-23 10:40:00,2024-07-23,10,nora.renewables@hotmail.com,0.802,39.4,72.5,1.132,1.085,Physical-damage,47.0,91.8,critical,scan,0.45,7
2024-07-23 11:10:00,2024-07-23,11,solar.ops.ksa@gmail.com,0.918,36.5,70.0,1.678,1.567,Electrical-damage,52.2,90.4,critical,scan,0.72,4
2024-07-23 13:38:00,2024-07-23,13,fatima.pv@outlook.com,0.917,39.0,73.9,0.266,0.248,Snow-covered,7.8,90.2,warning,scan,0.5,6
2024-07-25 09:32:00,2024-07-25,9,pvtech.uae@gmail.com,0.648,35.2,63.2,1.213,1.155,Bird-drop,76.8,95.5,warning,scan,2.0,7
2024-07-25 10:09:00,2024-07-25,10,solar.ops.ksa@gmail.com,0.686,35.7,62.1,0.789,0.755,Electrical-damage,38.2,88.1,critical,scan,1.5,3
2024-07-25 11:55:00,2024-07-25,11,solar.ops.ksa@gmail.com,0.87,38.1,67.4,1.042,0.982,Electrical-damage,34.5,90.2,critical,scan,0.6,10
2024-07-25 17:43:00,2024-07-25,17,nora.renewables@hotmail.com,0.422,35.5,56.8,0.599,0.568,Clean,82.8,96.2,info,scan,3.0,3
2024-07-26 13:49:00,2024-07-26,13,maintenance01@solarfarm.com,0.87,39.6,73.2,1.918,1.825,Dusty,60.4,91.8,info,scan,3.0,3
2024-07-26 14:09:00,2024-07-26,14,solarcheck.qa@gmail.com,0.888,35.0,69.4,2.092,1.998,Dusty,68.8,92.2,info,scan,0.33,15
2024-07-26 17:59:00,2024-07-26,17,pvtech.uae@gmail.com,0.428,37.6,62.4,0.592,0.565,Clean,81.2,93.4,info,scan,5.0,12
2024-07-28 11:00:00,2024-07-28,11,solar.ops.ksa@gmail.com,0.785,34.2,65.2,1.955,1.841,Dusty,71.7,88.2,info,scan,0.25,5
2024-07-29 15:56:00,2024-07-29,15,reemya185@gmail.com,0.747,37.6,64.4,1.577,1.503,Bird-drop,69.9,86.1,warning,scan,0.5,6
2024-07-30 16:06:00,2024-07-30,16,reemya185@gmail.com,0.664,37.7,63.4,1.304,1.25,Clean,81.1,93.0,info,scan,0.4,12
2024-07-31 12:42:00,2024-07-31,12,pvtech.uae@gmail.com,0.823,36.0,68.4,0.98,0.927,Electrical-damage,32.4,94.3,critical,scan,8.0,9
2024-08-02 11:03:00,2024-08-02,11,inspector_m@yahoo.com,0.806,37.9,68.2,2.09,1.979,Bird-drop,75.0,95.6,warning,scan,0.25,6
2024-08-02 16:16:00,2024-08-02,16,inspector_m@yahoo.com,0.535,34.0,60.4,0.327,0.309,Electrical-damage,24.9,87.2,critical,scan,0.5,7
2024-08-03 08:20:00,2024-08-03,8,green.energy.eg@gmail.com,0.429,38.6,64.4,0.302,0.287,Physical-damage,41.1,83.6,critical,scan,0.72,13
2024-08-04 10:35:00,2024-08-04,10,inspector_m@yahoo.com,0.687,39.0,64.5,1.29,1.215,Physical-damage,61.4,97.7,critical,scan,0.3,1
2024-08-05 08:37:00,2024-08-05,8,inspector_m@yahoo.com,0.39,37.5,58.4,0.324,0.306,Electrical-damage,48.2,95.3,critical,scan,8.0,20
2024-08-05 11:50:00,2024-08-05,11,maintenance01@solarfarm.com,0.815,36.7,65.6,1.132,1.066,Electrical-damage,40.0,94.9,critical,scan,1.0,8
2024-08-05 18:24:00,2024-08-05,18,solar.ops.ksa@gmail.com,0.213,39.0,60.2,0.142,0.134,Dusty,75.1,86.8,info,scan,0.45,5
2024-08-08 10:50:00,2024-08-08,10,maintenance01@solarfarm.com,0.717,39.9,66.2,1.605,1.519,Dusty,73.5,84.2,info,scan,3.0,11
2024-08-08 12:19:00,2024-08-08,12,solar.ops.ksa@gmail.com,0.776,35.5,66.7,1.9,1.818,Dusty,67.4,80.7,info,scan,10.0,3
2024-08-08 16:12:00,2024-08-08,16,pvtech.uae@gmail.com,0.618,37.3,62.9,0.717,0.675,Physical-damage,47.1,88.1,critical,scan,8.0,7
2024-08-08 18:42:00,2024-08-08,18,nora.renewables@hotmail.com,0.238,38.6,61.6,0.136,0.129,Dusty,64.7,87.9,info,scan,1.5,8
2024-08-09 10:42:00,2024-08-09,10,fatima.pv@outlook.com,0.647,36.9,67.1,1.55,1.448,Clean,77.7,96.0,info,scan,2.0,5
2024-08-09 11:47:00,2024-08-09,11,green.energy.eg@gmail.com,0.897,37.2,70.6,2.4,2.257,Clean,76.9,96.5,info,scan,0.25,13
2024-08-10 08:27:00,2024-08-10,8,green.energy.eg@gmail.com,0.422,34.1,58.5,0.553,0.529,Dusty,77.1,80.3,info,scan,0.33,10
2024-08-10 16:42:00,2024-08-10,16,reemya185@gmail.com,0.521,37.2,62.8,0.823,0.781,Dusty,64.6,82.5,info,scan,0.25,5
2024-08-11 07:08:00,2024-08-11,7,inspector_m@yahoo.com,0.214,35.9,54.8,0.125,0.119,Dusty,66.4,93.3,info,scan,0.72,4
2024-08-12 17:31:00,2024-08-12,17,maintenance01@solarfarm.com,0.448,34.1,59.4,0.554,0.531,Dusty,72.9,93.1,info,scan,0.6,3
2024-08-15 09:10:00,2024-08-15,9,ahmed.solar@gmail.com,0.588,35.2,62.3,1.028,0.963,Dusty,70.6,85.2,info,scan,0.33,8
2024-08-15 18:46:00,2024-08-15,18,inspector_m@yahoo.com,0.233,37.7,56.3,0.161,0.15,Dusty,76.9,88.3,info,scan,1.5,5
2024-08-16 16:46:00,2024-08-16,16,pvtech.uae@gmail.com,0.516,37.9,63.8,0.365,0.346,Snow-covered,28.9,87.9,warning,scan,1.5,8
2024-08-17 14:55:00,2024-08-17,14,green.energy.eg@gmail.com,0.818,37.8,68.5,1.984,1.87,Dusty,69.9,90.2,info,scan,8.0,12
2024-08-19 15:02:00,2024-08-19,15,solarcheck.qa@gmail.com,0.798,37.7,67.0,0.905,0.844,Physical-damage,36.7,88.3,critical,scan,0.5,13
2024-08-21 11:54:00,2024-08-21,11,inspector_m@yahoo.com,0.879,37.6,70.5,1.985,1.853,Dusty,64.4,91.4,info,scan,3.0,4
2024-08-21 13:48:00,2024-08-21,13,fatima.pv@outlook.com,0.951,37.8,70.2,0.281,0.267,Snow-covered,8.1,86.6,warning,scan,0.3,6
2024-08-22 09:12:00,2024-08-22,9,solarcheck.qa@gmail.com,0.634,35.1,63.4,0.961,0.901,Dusty,61.2,85.3,info,scan,10.0,7
2024-08-23 08:47:00,2024-08-23,8,green.energy.eg@gmail.com,0.372,35.7,57.8,0.472,0.452,Bird-drop,74.7,85.0,warning,scan,0.25,7
2024-08-24 16:36:00,2024-08-24,16,inspector_m@yahoo.com,0.561,39.0,62.3,0.84,0.797,Dusty,61.2,84.4,info,scan,0.25,7
2024-08-25 11:39:00,2024-08-25,11,fatima.pv@outlook.com,0.841,35.8,66.3,2.085,1.968,Bird-drop,71.5,90.1,warning,scan,1.5,7
2024-08-25 17:04:00,2024-08-25,17,pvtech.uae@gmail.com,0.46,38.4,63.0,0.634,0.602,Clean,80.5,95.1,info,scan,0.3,11
2024-08-25 17:59:00,2024-08-25,17,fatima.pv@outlook.com,0.39,37.5,57.7,0.432,0.403,Dusty,63.5,89.4,info,scan,10.0,6
2024-08-26 09:15:00,2024-08-26,9,inspector_m@yahoo.com,0.607,36.7,64.1,1.188,1.112,Clean,78.9,95.3,info,scan,0.3,6
2024-08-27 11:26:00,2024-08-27,11,ahmed.solar@gmail.com,0.793,34.9,64.0,2.039,1.95,Bird-drop,75.1,86.9,warning,scan,0.5,7
2024-08-27 13:45:00,2024-08-27,13,reemya185@gmail.com,0.809,36.1,69.0,1.616,1.527,Electrical-damage,54.3,92.4,critical,scan,0.4,4
2024-08-27 18:27:00,2024-08-27,18,fatima.pv@outlook.com,0.188,35.7,56.9,0.067,0.064,Electrical-damage,40.6,95.4,critical,scan,0.33,9
2024-08-27 18:34:00,2024-08-27,18,reemya185@gmail.com,0.238,39.8,61.6,0.075,0.07,Electrical-damage,35.1,95.7,critical,scan,0.25,7
2024-08-27 18:51:00,2024-08-27,18,reemya185@gmail.com,0.225,38.2,57.8,0.142,0.134,Bird-drop,71.1,82.2,warning,scan,8.0,15
2024-08-28 11:40:00,2024-08-28,11,ahmed.solar@gmail.com,0.828,36.3,68.0,1.77,1.684,Dusty,62.1,88.3,info,scan,2.0,12
2024-08-30 09:16:00,2024-08-30,9,solarcheck.qa@gmail.com,0.643,36.8,67.2,1.116,1.045,Dusty,70.0,81.2,info,scan,2.0,5
2024-09-01 07:32:00,2024-09-01,7,reemya185@gmail.com,0.188,31.6,53.0,0.14,0.132,Clean,83.8,94.3,info,scan,10.0,5
2024-09-01 18:27:00,2024-09-01,18,pvtech.uae@gmail.com,0.192,35.7,53.1,0.06,0.057,Electrical-damage,35.4,90.7,critical,scan,0.45,11
2024-09-02 07:09:00,2024-09-02,7,fatima.pv@outlook.com,0.204,34.1,53.0,0.137,0.128,Dusty,74.9,82.2,info,scan,2.0,8
2024-09-02 11:56:00,2024-09-02,11,maintenance01@solarfarm.com,0.672,33.1,63.0,1.794,1.694,Bird-drop,77.0,83.8,warning,scan,3.0,1
2024-09-05 17:27:00,2024-09-05,17,green.energy.eg@gmail.com,0.372,34.7,55.6,0.452,0.428,Bird-drop,70.7,92.2,warning,scan,5.0,9
2024-09-07 12:21:00,2024-09-07,12,nora.renewables@hotmail.com,0.767,35.1,66.3,1.787,1.669,Dusty,62.6,86.4,info,scan,1.0,7
2024-09-07 15:33:00,2024-09-07,15,solarcheck.qa@gmail.com,0.646,30.2,55.0,0.703,0.662,Snow-covered,35.6,96.6,warning,scan,0.72,11
2024-09-07 15:49:00,2024-09-07,15,ahmed.solar@gmail.com,0.592,35.7,65.1,0.779,0.744,Snow-covered,43.6,92.4,warning,scan,0.3,11
2024-09-08 08:13:00,2024-09-08,8,inspector_m@yahoo.com,0.423,31.4,57.7,0.472,0.448,Dusty,65.1,92.9,info,scan,0.45,15
2024-09-08 13:20:00,2024-09-08,13,pvtech.uae@gmail.com,0.733,31.0,57.6,2.215,2.074,Clean,81.4,93.0,info,scan,1.5,10
2024-09-09 07:31:00,2024-09-09,7,green.energy.eg@gmail.com,0.204,32.6,51.9,0.152,0.144,Clean,84.3,91.6,info,scan,5.0,14
2024-09-09 09:32:00,2024-09-09,9,pvtech.uae@gmail.com,0.563,35.2,62.2,1.112,1.06,Clean,81.1,93.2,info,scan,10.0,6
2024-09-10 11:21:00,2024-09-10,11,solar.ops.ksa@gmail.com,0.835,30.4,61.6,2.19,2.048,Dusty,74.9,84.7,info,scan,0.4,6
2024-09-10 16:49:00,2024-09-10,16,solar.ops.ksa@gmail.com,0.473,32.8,57.7,0.444,0.414,Snow-covered,37.7,96.8,warning,scan,0.6,3
2024-09-12 11:58:00,2024-09-12,11,pvtech.uae@gmail.com,0.847,35.1,65.1,1.48,1.395,Physical-damage,50.3,89.0,critical,scan,2.0,13
2024-09-12 18:15:00,2024-09-12,18,nora.renewables@hotmail.com,0.194,33.2,50.3,0.134,0.127,Dusty,78.2,90.2,info,scan,5.0,4
2024-09-15 16:24:00,2024-09-15,16,solar.ops.ksa@gmail.com,0.605,35.3,62.9,1.191,1.129,Clean,80.4,88.2,info,scan,0.72,8
2024-09-16 08:08:00,2024-09-16,8,ahmed.solar@gmail.com,0.369,30.1,51.4,0.466,0.441,Bird-drop,73.5,91.2,warning,scan,0.3,8
2024-09-16 08:36:00,2024-09-16,8,solar.ops.ksa@gmail.com,0.384,34.5,57.0,0.545,0.51,Clean,81.7,96.2,info,scan,0.25,12
2024-09-16 12:10:00,2024-09-16,12,reemya185@gmail.com,0.871,34.7,65.2,2.54,2.432,Clean,80.4,93.9,info,scan,0.33,7
2024-09-17 15:24:00,2024-09-17,15,nora.renewables@hotmail.com,0.592,32.9,56.8,0.618,0.577,Electrical-damage,33.8,94.7,critical,scan,0.72,4
2024-09-18 12:45:00,2024-09-18,12,solarcheck.qa@gmail.com,0.721,30.9,58.4,1.946,1.821,Dusty,72.7,92.6,info,scan,5.0,7
2024-09-20 11:10:00,2024-09-20,11,solarcheck.qa@gmail.com,0.716,35.4,62.0,1.996,1.914,Clean,81.7,93.2,info,scan,0.25,3
2024-09-20 17:05:00,2024-09-20,17,solarcheck.qa@gmail.com,0.35,30.5,51.5,0.449,0.42,Dusty,73.8,80.4,info,scan,0.25,6
2024-09-20 17:24:00,2024-09-20,17,maintenance01@solarfarm.com,0.344,31.7,52.0,0.499,0.466,Clean,83.3,93.3,info,scan,5.0,9
2024-09-23 09:39:00,2024-09-23,9,inspector_m@yahoo.com,0.564,34.1,59.7,0.961,0.895,Bird-drop,68.4,89.1,warning,scan,1.5,3
2024-09-24 17:47:00,2024-09-24,17,fatima.pv@outlook.com,0.33,35.8,59.1,0.368,0.346,Dusty,64.5,81.9,info,scan,10.0,20
2024-09-27 12:32:00,2024-09-27,12,solar.ops.ksa@gmail.com,0.896,33.4,66.3,2.057,1.942,Dusty,62.4,95.7,info,scan,1.0,8
2024-09-27 16:36:00,2024-09-27,16,nora.renewables@hotmail.com,0.593,31.5,57.6,0.937,0.893,Dusty,64.9,87.1,info,scan,0.33,6
2024-09-28 08:42:00,2024-09-28,8,reemya185@gmail.com,0.411,35.5,59.0,0.427,0.404,Physical-damage,60.4,94.7,critical,scan,0.25,12
2024-09-28 16:44:00,2024-09-28,16,reemya185@gmail.com,0.52,32.4,58.2,1.047,0.991,Clean,82.1,92.6,info,scan,3.0,4
2024-09-29 08:00:00,2024-09-29,8,ahmed.solar@gmail.com,0.408,35.8,56.9,0.224,0.213,Electrical-damage,32.1,97.6,critical,scan,0.5,6
2024-09-29 17:43:00,2024-09-29,17,pvtech.uae@gmail.com,0.41,31.5,54.6,0.553,0.517,Dusty,77.5,86.5,info,scan,0.5,15
2024-10-02 12:03:00,2024-10-02,12,solarcheck.qa@gmail.com,0.622,29.5,57.2,1.883,1.775,Clean,82.1,88.8,info,scan,0.25,5
2024-10-04 10:01:00,2024-10-04,10,maintenance01@solarfarm.com,0.627,24.4,49.0,1.633,1.534,Clean,84.9,89.2,info,scan,1.5,10
2024-10-04 11:04:00,2024-10-04,11,maintenance01@solarfarm.com,0.656,26.5,56.3,1.878,1.797,Clean,83.7,88.2,info,scan,3.0,3
2024-10-06 17:49:00,2024-10-06,17,pvtech.uae@gmail.com,0.328,24.5,48.6,0.456,0.437,Bird-drop,81.9,92.1,warning,scan,2.0,8
2024-10-08 10:54:00,2024-10-08,10,reemya185@gmail.com,0.605,27.4,54.4,1.467,1.378,Bird-drop,79.1,83.4,warning,scan,0.25,9
2024-10-08 11:06:00,2024-10-08,11,maintenance01@solarfarm.com,0.673,28.0,53.3,1.572,1.474,Dusty,66.9,83.6,info,scan,1.0,5
2024-10-10 10:49:00,2024-10-10,10,solar.ops.ksa@gmail.com,0.596,29.3,54.2,1.516,1.437,Clean,83.7,91.3,info,scan,0.45,6
2024-10-14 13:52:00,2024-10-14,13,green.energy.eg@gmail.com,0.713,27.2,53.6,1.107,1.039,Electrical-damage,41.9,96.0,critical,scan,0.5,8
2024-10-16 10:32:00,2024-10-16,10,nora.renewables@hotmail.com,0.602,24.2,50.9,0.74,0.691,Snow-covered,39.8,89.6,warning,scan,5.0,9
2024-10-16 13:40:00,2024-10-16,13,ahmed.solar@gmail.com,0.602,27.1,51.8,1.582,1.507,Dusty,72.0,88.4,info,scan,3.0,4
2024-10-16 18:08:00,2024-10-16,18,reemya185@gmail.com,0.162,28.9,47.6,0.123,0.116,Clean,85.5,96.2,info,scan,8.0,7
2024-10-17 12:53:00,2024-10-17,12,ahmed.solar@gmail.com,0.728,27.0,53.6,1.74,1.647,Dusty,65.1,90.4,info,scan,0.3,20
2024-10-18 13:49:00,2024-10-18,13,green.energy.eg@gmail.com,0.671,29.8,58.5,0.648,0.61,Snow-covered,26.2,95.5,warning,scan,8.0,6
2024-10-19 07:13:00,2024-10-19,7,reemya185@gmail.com,0.15,24.6,44.3,0.095,0.091,Dusty,72.4,87.4,info,scan,10.0,11
2024-10-20 15:18:00,2024-10-20,15,inspector_m@yahoo.com,0.529,28.6,53.8,0.876,0.835,Electrical-damage,54.8,96.5,critical,scan,2.0,5
2024-10-21 09:31:00,2024-10-21,9,pvtech.uae@gmail.com,0.404,29.9,52.4,0.491,0.462,Snow-covered,49.3,85.7,warning,scan,0.45,7
2024-10-22 07:17:00,2024-10-22,7,solarcheck.qa@gmail.com,0.168,26.1,42.8,0.108,0.103,Dusty,73.2,87.7,info,scan,0.25,8
2024-10-22 10:45:00,2024-10-22,10,fatima.pv@outlook.com,0.529,26.4,51.5,1.274,1.201,Dusty,78.8,91.5,info,scan,0.72,9
2024-10-22 12:22:00,2024-10-22,12,ahmed.solar@gmail.com,0.625,26.9,51.5,1.844,1.748,Bird-drop,80.5,95.9,warning,scan,5.0,10
2024-10-22 14:47:00,2024-10-22,14,solar.ops.ksa@gmail.com,0.571,29.3,54.2,1.65,1.543,Clean,82.6,89.7,info,scan,2.0,11
2024-10-22 18:07:00,2024-10-22,18,pvtech.uae@gmail.com,0.164,28.6,47.7,0.068,0.065,Electrical-damage,47.3,90.7,critical,scan,0.33,10
2024-10-22 18:52:00,2024-10-22,18,nora.renewables@hotmail.com,0.177,29.7,50.8,0.103,0.096,Dusty,64.8,86.4,info,scan,0.25,12
2024-10-24 08:02:00,2024-10-24,8,green.energy.eg@gmail.com,0.29,28.8,51.2,0.383,0.359,Bird-drop,76.1,96.0,warning,scan,10.0,13
2024-10-24 11:10:00,2024-10-24,11,nora.renewables@hotmail.com,0.665,28.8,59.3,0.259,0.243,Snow-covered,11.2,93.8,warning,scan,10.0,6
2024-10-24 16:16:00,2024-10-24,16,solarcheck.qa@gmail.com,0.458,29.8,51.4,0.455,0.43,Snow-covered,40.5,94.7,warning,scan,10.0,12
2024-10-26 07:46:00,2024-10-26,7,solar.ops.ksa@gmail.com,0.177,24.7,44.2,0.045,0.042,Snow-covered,28.3,85.5,warning,scan,8.0,8
2024-10-26 12:32:00,2024-10-26,12,fatima.pv@outlook.com,0.623,27.3,56.8,1.889,1.799,Clean,83.1,95.4,info,scan,0.4,6
2024-10-28 17:39:00,2024-10-28,17,inspector_m@yahoo.com,0.287,28.6,46.8,0.177,0.167,Electrical-damage,35.8,91.8,critical,scan,1.5,5
2024-10-30 10:43:00,2024-10-30,10,maintenance01@solarfarm.com,0.514,25.0,47.5,0.873,0.831,Physical-damage,56.1,89.1,critical,scan,8.0,11
2024-10-30 14:06:00,2024-10-30,14,ahmed.solar@gmail.com,0.576,26.8,51.4,1.686,1.588,Clean,84.2,91.7,info,scan,1.0,9
2024-10-30 16:33:00,2024-10-30,16,maintenance01@solarfarm.com,0.421,26.3,50.4,0.8,0.756,Dusty,77.4,86.3,info,scan,0.4,3
2024-10-30 18:09:00,2024-10-30,18,solarcheck.qa@gmail.com,0.171,26.0,46.2,0.101,0.094,Physical-damage,65.6,97.3,critical,scan,0.72,9
2024-10-31 17:25:00,2024-10-31,17,maintenance01@solarfarm.com,0.341,27.1,48.9,0.502,0.47,Clean,84.7,95.5,info,scan,0.3,3
2024-11-02 08:33:00,2024-11-02,8,reemya185@gmail.com,0.246,20.2,40.5,0.326,0.304,Dusty,76.0,86.0,info,scan,2.0,7
2024-11-02 08:34:00,2024-11-02,8,solarcheck.qa@gmail.com,0.246,22.1,43.8,0.334,0.317,Bird-drop,79.2,84.9,warning,scan,0.25,8
2024-11-03 10:03:00,2024-11-03,10,pvtech.uae@gmail.com,0.407,24.0,48.4,0.626,0.598,Physical-damage,51.0,91.6,critical,scan,0.3,9
2024-11-03 14:25:00,2024-11-03,14,solar.ops.ksa@gmail.com,0.477,18.8,44.5,1.224,1.155,Bird-drop,74.0,90.6,warning,scan,3.0,4
2024-11-04 18:43:00,2024-11-04,18,solar.ops.ksa@gmail.com,0.14,23.4,40.4,0.055,0.053,Physical-damage,45.2,85.2,critical,scan,3.0,3
2024-11-05 11:08:00,2024-11-05,11,solar.ops.ksa@gmail.com,0.494,22.4,46.2,1.316,1.229,Dusty,76.0,94.0,info,scan,0.45,8
2024-11-05 14:42:00,2024-11-05,14,fatima.pv@outlook.com,0.526,19.2,45.3,0.316,0.297,Snow-covered,17.3,97.0,warning,scan,0.6,12
2024-11-08 14:20:00,2024-11-08,14,green.energy.eg@gmail.com,0.529,22.1,44.9,1.593,1.52,Clean,87.8,90.7,info,scan,8.0,11
2024-11-08 18:18:00,2024-11-08,18,fatima.pv@outlook.com,0.144,20.6,38.3,0.101,0.095,Dusty,78.8,91.6,info,scan,3.0,6
2024-11-10 10:48:00,2024-11-10,10,solar.ops.ksa@gmail.com,0.525,20.2,45.3,1.222,1.163,Bird-drop,76.9,89.3,warning,scan,0.3,8
2024-11-12 13:35:00,2024-11-12,13,pvtech.uae@gmail.com,0.625,20.8,48.7,0.599,0.561,Electrical-damage,25.8,88.4,critical,scan,8.0,10
2024-11-13 17:02:00,2024-11-13,17,solarcheck.qa@gmail.com,0.291,21.2,40.4,0.334,0.318,Dusty,67.2,80.6,info,scan,10.0,13
2024-11-15 18:04:00,2024-11-15,18,pvtech.uae@gmail.com,0.146,23.7,39.8,0.115,0.11,Clean,89.9,89.1,info,scan,10.0,8
2024-11-16 15:22:00,2024-11-16,15,maintenance01@solarfarm.com,0.508,21.0,44.6,1.194,1.142,Bird-drop,78.0,88.7,warning,scan,5.0,13
2024-11-17 15:25:00,2024-11-17,15,fatima.pv@outlook.com,0.47,21.0,43.1,0.55,0.523,Snow-covered,38.6,93.6,warning,scan,3.0,6
2024-11-18 16:52:00,2024-11-18,16,inspector_m@yahoo.com,0.398,19.9,43.9,0.75,0.707,Dusty,76.5,94.0,info,scan,5.0,5
2024-11-20 16:38:00,2024-11-20,16,reemya185@gmail.com,0.342,18.1,41.8,0.74,0.699,Clean,88.1,91.4,info,scan,0.25,6
2024-11-21 09:36:00,2024-11-21,9,pvtech.uae@gmail.com,0.336,19.5,42.9,0.381,0.364,Electrical-damage,46.7,95.8,critical,scan,0.3,10
2024-11-23 11:13:00,2024-11-23,11,ahmed.solar@gmail.com,0.511,23.4,50.4,1.15,1.103,Dusty,66.0,89.0,info,scan,2.0,13
