timestamp,panel_id,defect_type,severity,confidence,irradiation,ambient_temp_c,module_temp_c,dc_power_kw,ac_power_kw,efficiency_pct,panel_capacity_kw,panel_age_years
2024-07-15 07:27:00,green.energy.eg@gmail.com,Clean,info,96.0,0.23,36.7,55.2,0.169,0.16,83.1,3.0,5.0
2024-07-15 08:14:00,fatima.pv@outlook.com,Snow-covered,warning,97.6,0.379,35.7,57.4,0.288,0.27,43.8,5.0,12.0
2024-07-15 11:17:00,fatima.pv@outlook.com,Dusty,info,86.4,0.923,39.4,69.4,2.187,2.092,69.3,1.0,2.0
2024-07-16 09:46:00,solarcheck.qa@gmail.com,Clean,info,98.1,0.602,37.7,61.6,1.193,1.141,81.7,0.4,6.0
2024-07-17 11:03:00,nora.renewables@hotmail.com,Dusty,info,80.5,0.883,36.8,70.8,1.785,1.704,59.0,0.72,10.0
2024-07-19 09:12:00,pvtech.uae@gmail.com,Clean,info,88.5,0.647,35.8,66.3,1.254,1.189,79.2,0.72,4.0
2024-07-19 16:45:00,maintenance01@solarfarm.com,Snow-covered,warning,86.2,0.586,37.7,65.1,0.498,0.464,34.1,1.5,9.0
2024-07-20 13:42:00,solarcheck.qa@gmail.com,Electrical-damage,critical,96.2,0.944,38.1,69.4,1.689,1.605,48.9,5.0,10.0
2024-07-21 14:58:00,green.energy.eg@gmail.com,Dusty,info,91.9,0.877,35.5,65.1,2.077,1.984,69.1,5.0,10.0
2024-07-21 16:43:00,inspector_m@yahoo.com,Dusty,info,84.5,0.605,36.6,61.3,1.032,0.987,70.3,8.0,13.0
2024-07-23 10:40:00,nora.renewables@hotmail.com,Physical-damage,critical,91.8,0.802,39.4,72.5,1.132,1.085,47.0,0.45,7.0
2024-07-23 11:10:00,solar.ops.ksa@gmail.com,Electrical-damage,critical,90.4,0.918,36.5,70.0,1.678,1.567,52.2,0.72,4.0
2024-07-23 13:38:00,fatima.pv@outlook.com,Snow-covered,warning,90.2,0.917,39.0,73.9,0.266,0.248,7.8,0.5,6.0
2024-07-25 09:32:00,pvtech.uae@gmail.com,Bird-drop,warning,95.5,0.648,35.2,63.2,1.213,1.155,76.8,2.0,7.0
2024-07-25 10:09:00,solar.ops.ksa@gmail.com,Electrical-damage,critical,88.1,0.686,35.7,62.1,0.789,0.755,38.2,1.5,3.0
2024-07-25 11:55:00,solar.ops.ksa@gmail.com,Electrical-damage,critical,90.2,0.87,38.1,67.4,1.042,0.982,34.5,0.6,10.0
2024-07-25 17:43:00,nora.renewables@hotmail.com,Clean,info,96.2,0.422,35.5,56.8,0.599,0.568,82.8,3.0,3.0
2024-07-26 13:49:00,maintenance01@solarfarm.com,Dusty,info,91.8,0.87,39.6,73.2,1.918,1.825,60.4,3.0,3.0
2024-07-26 14:09:00,solarcheck.qa@gmail.com,Dusty,info,92.2,0.888,35.0,69.4,2.092,1.998,68.8,0.33,15.0
2024-07-26 17:59:00,pvtech.uae@gmail.com,Clean,info,93.4,0.428,37.6,62.4,0.592,0.565,81.2,5.0,12.0
2024-07-28 11:00:00,solar.ops.ksa@gmail.com,Dusty,info,88.2,0.785,34.2,65.2,1.955,1.841,71.7,0.25,5.0
2024-07-29 15:56:00,reemya185@gmail.com,Bird-drop,warning,86.1,0.747,37.6,64.4,1.577,1.503,69.9,0.5,6.0
2024-07-30 16:06:00,reemya185@gmail.com,Clean,info,93.0,0.664,37.7,63.4,1.304,1.25,81.1,0.4,12.0
2024-07-31 12:42:00,pvtech.uae@gmail.com,Electrical-damage,critical,94.3,0.823,36.0,68.4,0.98,0.927,32.4,8.0,9.0
2024-08-02 11:03:00,inspector_m@yahoo.com,Bird-drop,warning,95.6,0.806,37.9,68.2,2.09,1.979,75.0,0.25,6.0
2024-08-02 16:16:00,inspector_m@yahoo.com,Electrical-damage,critical,87.2,0.535,34.0,60.4,0.327,0.309,24.9,0.5,7.0
2024-08-03 08:20:00,green.energy.eg@gmail.com,Physical-damage,critical,83.6,0.429,38.6,64.4,0.302,0.287,41.1,0.72,13.0
2024-08-04 10:35:00,inspector_m@yahoo.com,Physical-damage,critical,97.7,0.687,39.0,64.5,1.29,1.215,61.4,0.3,1.0
2024-08-05 08:37:00,inspector_m@yahoo.com,Electrical-damage,critical,95.3,0.39,37.5,58.4,0.324,0.306,48.2,8.0,20.0
2024-08-05 11:50:00,maintenance01@solarfarm.com,Electrical-damage,critical,94.9,0.815,36.7,65.6,1.132,1.066,40.0,1.0,8.0
2024-08-05 18:24:00,solar.ops.ksa@gmail.com,Dusty,info,86.8,0.213,39.0,60.2,0.142,0.134,75.1,0.45,5.0
2024-08-08 10:50:00,maintenance01@solarfarm.com,Dusty,info,84.2,0.717,39.9,66.2,1.605,1.519,73.5,3.0,11.0
2024-08-08 12:19:00,solar.ops.ksa@gmail.com,Dusty,info,80.7,0.776,35.5,66.7,1.9,1.818,67.4,10.0,3.0
2024-08-08 16:12:00,pvtech.uae@gmail.com,Physical-damage,critical,88.1,0.618,37.3,62.9,0.717,0.675,47.1,8.0,7.0
2024-08-08 18:42:00,nora.renewables@hotmail.com,Dusty,info,87.9,0.238,38.6,61.6,0.136,0.129,64.7,1.5,8.0
2024-08-09 10:42:00,fatima.pv@outlook.com,Clean,info,96.0,0.647,36.9,67.1,1.55,1.448,77.7,2.0,5.0
2024-08-09 11:47:00,green.energy.eg@gmail.com,Clean,info,96.5,0.897,37.2,70.6,2.4,2.257,76.9,0.25,13.0
2024-08-10 08:27:00,green.energy.eg@gmail.com,Dusty,info,80.3,0.422,34.1,58.5,0.553,0.529,77.1,0.33,10.0
2024-08-10 16:42:00,reemya185@gmail.com,Dusty,info,82.5,0.521,37.2,62.8,0.823,0.781,64.6,0.25,5.0
2024-08-11 07:08:00,inspector_m@yahoo.com,Dusty,info,93.3,0.214,35.9,54.8,0.125,0.119,66.4,0.72,4.0
2024-08-12 17:31:00,maintenance01@solarfarm.com,Dusty,info,93.1,0.448,34.1,59.4,0.554,0.531,72.9,0.6,3.0
2024-08-15 09:10:00,ahmed.solar@gmail.com,Dusty,info,85.2,0.588,35.2,62.3,1.028,0.963,70.6,0.33,8.0
2024-08-15 18:46:00,inspector_m@yahoo.com,Dusty,info,88.3,0.233,37.7,56.3,0.161,0.15,76.9,1.5,5.0
2024-08-16 16:46:00,pvtech.uae@gmail.com,Snow-covered,warning,87.9,0.516,37.9,63.8,0.365,0.346,28.9,1.5,8.0
2024-08-17 14:55:00,green.energy.eg@gmail.com,Dusty,info,90.2,0.818,37.8,68.5,1.984,1.87,69.9,8.0,12.0
2024-08-19 15:02:00,solarcheck.qa@gmail.com,Physical-damage,critical,88.3,0.798,37.7,67.0,0.905,0.844,36.7,0.5,13.0
2024-08-21 11:54:00,inspector_m@yahoo.com,Dusty,info,91.4,0.879,37.6,70.5,1.985,1.853,64.4,3.0,4.0
2024-08-21 13:48:00,fatima.pv@outlook.com,Snow-covered,warning,86.6,0.951,37.8,70.2,0.281,0.267,8.1,0.3,6.0
2024-08-22 09:12:00,solarcheck.qa@gmail.com,Dusty,info,85.3,0.634,35.1,63.4,0.961,0.901,61.2,10.0,7.0
2024-08-23 08:47:00,green.energy.eg@gmail.com,Bird-drop,warning,85.0,0.372,35.7,57.8,0.472,0.452,74.7,0.25,7.0
2024-08-24 16:36:00,inspector_m@yahoo.com,Dusty,info,84.4,0.561,39.0,62.3,0.84,0.797,61.2,0.25,7.0
2024-08-25 11:39:00,fatima.pv@outlook.com,Bird-drop,warning,90.1,0.841,35.8,66.3,2.085,1.968,71.5,1.5,7.0
2024-08-25 17:04:00,pvtech.uae@gmail.com,Clean,info,95.1,0.46,38.4,63.0,0.634,0.602,80.5,0.3,11.0
2024-08-25 17:59:00,fatima.pv@outlook.com,Dusty,info,89.4,0.39,37.5,57.7,0.432,0.403,63.5,10.0,6.0
2024-08-26 09:15:00,inspector_m@yahoo.com,Clean,info,95.3,0.607,36.7,64.1,1.188,1.112,78.9,0.3,6.0
2024-08-27 11:26:00,ahmed.solar@gmail.com,Bird-drop,warning,86.9,0.793,34.9,64.0,2.039,1.95,75.1,0.5,7.0
2024-08-27 13:45:00,reemya185@gmail.com,Electrical-damage,critical,92.4,0.809,36.1,69.0,1.616,1.527,54.3,0.4,4.0
2024-08-27 18:27:00,fatima.pv@outlook.com,Electrical-damage,critical,95.4,0.188,35.7,56.9,0.067,0.064,40.6,0.33,9.0
2024-08-27 18:34:00,reemya185@gmail.com,Electrical-damage,critical,95.7,0.238,39.8,61.6,0.075,0.07,35.1,0.25,7.0
2024-08-27 18:51:00,reemya185@gmail.com,Bird-drop,warning,82.2,0.225,38.2,57.8,0.142,0.134,71.1,8.0,15.0
2024-08-28 11:40:00,ahmed.solar@gmail.com,Dusty,info,88.3,0.828,36.3,68.0,1.77,1.684,62.1,2.0,12.0
2024-08-30 09:16:00,solarcheck.qa@gmail.com,Dusty,info,81.2,0.643,36.8,67.2,1.116,1.045,70.0,2.0,5.0
2024-09-01 07:32:00,reemya185@gmail.com,Clean,info,94.3,0.188,31.6,53.0,0.14,0.132,83.8,10.0,5.0
2024-09-01 18:27:00,pvtech.uae@gmail.com,Electrical-damage,critical,90.7,0.192,35.7,53.1,0.06,0.057,35.4,0.45,11.0
2024-09-02 07:09:00,fatima.pv@outlook.com,Dusty,info,82.2,0.204,34.1,53.0,0.137,0.128,74.9,2.0,8.0
2024-09-02 11:56:00,maintenance01@solarfarm.com,Bird-drop,warning,83.8,0.672,33.1,63.0,1.794,1.694,77.0,3.0,1.0
2024-09-05 17:27:00,green.energy.eg@gmail.com,Bird-drop,warning,92.2,0.372,34.7,55.6,0.452,0.428,70.7,5.0,9.0
2024-09-07 12:21:00,nora.renewables@hotmail.com,Dusty,info,86.4,0.767,35.1,66.3,1.787,1.669,62.6,1.0,7.0
2024-09-07 15:33:00,solarcheck.qa@gmail.com,Snow-covered,warning,96.6,0.646,30.2,55.0,0.703,0.662,35.6,0.72,11.0
2024-09-07 15:49:00,ahmed.solar@gmail.com,Snow-covered,warning,92.4,0.592,35.7,65.1,0.779,0.744,43.6,0.3,11.0
2024-09-08 08:13:00,inspector_m@yahoo.com,Dusty,info,92.9,0.423,31.4,57.7,0.472,0.448,65.1,0.45,15.0
2024-09-08 13:20:00,pvtech.uae@gmail.com,Clean,info,93.0,0.733,31.0,57.6,2.215,2.074,81.4,1.5,10.0
2024-09-09 07:31:00,green.energy.eg@gmail.com,Clean,info,91.6,0.204,32.6,51.9,0.152,0.144,84.3,5.0,14.0
2024-09-09 09:32:00,pvtech.uae@gmail.com,Clean,info,93.2,0.563,35.2,62.2,1.112,1.06,81.1,10.0,6.0
2024-09-10 11:21:00,solar.ops.ksa@gmail.com,Dusty,info,84.7,0.835,30.4,61.6,2.19,2.048,74.9,0.4,6.0
2024-09-10 16:49:00,solar.ops.ksa@gmail.com,Snow-covered,warning,96.8,0.473,32.8,57.7,0.444,0.414,37.7,0.6,3.0
2024-09-12 11:58:00,pvtech.uae@gmail.com,Physical-damage,critical,89.0,0.847,35.1,65.1,1.48,1.395,50.3,2.0,13.0
2024-09-12 18:15:00,nora.renewables@hotmail.com,Dusty,info,90.2,0.194,33.2,50.3,0.134,0.127,78.2,5.0,4.0
2024-09-15 16:24:00,solar.ops.ksa@gmail.com,Clean,info,88.2,0.605,35.3,62.9,1.191,1.129,80.4,0.72,8.0
2024-09-16 08:08:00,ahmed.solar@gmail.com,Bird-drop,warning,91.2,0.369,30.1,51.4,0.466,0.441,73.5,0.3,8.0
2024-09-16 08:36:00,solar.ops.ksa@gmail.com,Clean,info,96.2,0.384,34.5,57.0,0.545,0.51,81.7,0.25,12.0
2024-09-16 12:10:00,reemya185@gmail.com,Clean,info,93.9,0.871,34.7,65.2,2.54,2.432,80.4,0.33,7.0
2024-09-17 15:24:00,nora.renewables@hotmail.com,Electrical-damage,critical,94.7,0.592,32.9,56.8,0.618,0.577,33.8,0.72,4.0
2024-09-18 12:45:00,solarcheck.qa@gmail.com,Dusty,info,92.6,0.721,30.9,58.4,1.946,1.821,72.7,5.0,7.0
2024-09-20 11:10:00,solarcheck.qa@gmail.com,Clean,info,93.2,0.716,35.4,62.0,1.996,1.914,81.7,0.25,3.0
2024-09-20 17:05:00,solarcheck.qa@gmail.com,Dusty,info,80.4,0.35,30.5,51.5,0.449,0.42,73.8,0.25,6.0
2024-09-20 17:24:00,maintenance01@solarfarm.com,Clean,info,93.3,0.344,31.7,52.0,0.499,0.466,83.3,5.0,9.0
2024-09-23 09:39:00,inspector_m@yahoo.com,Bird-drop,warning,89.1,0.564,34.1,59.7,0.961,0.895,68.4,1.5,3.0
2024-09-24 17:47:00,fatima.pv@outlook.com,Dusty,info,81.9,0.33,35.8,59.1,0.368,0.346,64.5,10.0,20.0
2024-09-27 12:32:00,solar.ops.ksa@gmail.com,Dusty,info,95.7,0.896,33.4,66.3,2.057,1.942,62.4,1.0,8.0
2024-09-27 16:36:00,nora.renewables@hotmail.com,Dusty,info,87.1,0.593,31.5,57.6,0.937,0.893,64.9,0.33,6.0
2024-09-28 08:42:00,reemya185@gmail.com,Physical-damage,critical,94.7,0.411,35.5,59.0,0.427,0.404,60.4,0.25,12.0
2024-09-28 16:44:00,reemya185@gmail.com,Clean,info,92.6,0.52,32.4,58.2,1.047,0.991,82.1,3.0,4.0
2024-09-29 08:00:00,ahmed.solar@gmail.com,Electrical-damage,critical,97.6,0.408,35.8,56.9,0.224,0.213,32.1,0.5,6.0
2024-09-29 17:43:00,pvtech.uae@gmail.com,Dusty,info,86.5,0.41,31.5,54.6,0.553,0.517,77.5,0.5,15.0
2024-10-02 12:03:00,solarcheck.qa@gmail.com,Clean,info,88.8,0.622,29.5,57.2,1.883,1.775,82.1,0.25,5.0
2024-10-04 10:01:00,maintenance01@solarfarm.com,Clean,info,89.2,0.627,24.4,49.0,1.633,1.534,84.9,1.5,10.0
2024-10-04 11:04:00,maintenance01@solarfarm.com,Clean,info,88.2,0.656,26.5,56.3,1.878,1.797,83.7,3.0,3.0
2024-10-06 17:49:00,pvtech.uae@gmail.com,Bird-drop,warning,92.1,0.328,24.5,48.6,0.456,0.437,81.9,2.0,8.0
2024-10-08 10:54:00,reemya185@gmail.com,Bird-drop,warning,83.4,0.605,27.4,54.4,1.467,1.378,79.1,0.25,9.0
2024-10-08 11:06:00,maintenance01@solarfarm.com,Dusty,info,83.6,0.673,28.0,53.3,1.572,1.474,66.9,1.0,5.0
2024-10-10 10:49:00,solar.ops.ksa@gmail.com,Clean,info,91.3,0.596,29.3,54.2,1.516,1.437,83.7,0.45,6.0
2024-10-14 13:52:00,green.energy.eg@gmail.com,Electrical-damage,critical,96.0,0.713,27.2,53.6,1.107,1.039,41.9,0.5,8.0
2024-10-16 10:32:00,nora.renewables@hotmail.com,Snow-covered,warning,89.6,0.602,24.2,50.9,0.74,0.691,39.8,5.0,9.0
2024-10-16 13:40:00,ahmed.solar@gmail.com,Dusty,info,88.4,0.602,27.1,51.8,1.582,1.507,72.0,3.0,4.0
2024-10-16 18:08:00,reemya185@gmail.com,Clean,info,96.2,0.162,28.9,47.6,0.123,0.116,85.5,8.0,7.0
2024-10-17 12:53:00,ahmed.solar@gmail.com,Dusty,info,90.4,0.728,27.0,53.6,1.74,1.647,65.1,0.3,20.0
2024-10-18 13:49:00,green.energy.eg@gmail.com,Snow-covered,warning,95.5,0.671,29.8,58.5,0.648,0.61,26.2,8.0,6.0
2024-10-19 07:13:00,reemya185@gmail.com,Dusty,info,87.4,0.15,24.6,44.3,0.095,0.091,72.4,10.0,11.0
2024-10-20 15:18:00,inspector_m@yahoo.com,Electrical-damage,critical,96.5,0.529,28.6,53.8,0.876,0.835,54.8,2.0,5.0
2024-10-21 09:31:00,pvtech.uae@gmail.com,Snow-covered,warning,85.7,0.404,29.9,52.4,0.491,0.462,49.3,0.45,7.0
2024-10-22 07:17:00,solarcheck.qa@gmail.com,Dusty,info,87.7,0.168,26.1,42.8,0.108,0.103,73.2,0.25,8.0
2024-10-22 10:45:00,fatima.pv@outlook.com,Dusty,info,91.5,0.529,26.4,51.5,1.274,1.201,78.8,0.72,9.0
2024-10-22 12:22:00,ahmed.solar@gmail.com,Bird-drop,warning,95.9,0.625,26.9,51.5,1.844,1.748,80.5,5.0,10.0
2024-10-22 14:47:00,solar.ops.ksa@gmail.com,Clean,info,89.7,0.571,29.3,54.2,1.65,1.543,82.6,2.0,11.0
2024-10-22 18:07:00,pvtech.uae@gmail.com,Electrical-damage,critical,90.7,0.164,28.6,47.7,0.068,0.065,47.3,0.33,10.0
2024-10-22 18:52:00,nora.renewables@hotmail.com,Dusty,info,86.4,0.177,29.7,50.8,0.103,0.096,64.8,0.25,12.0
2024-10-24 08:02:00,green.energy.eg@gmail.com,Bird-drop,warning,96.0,0.29,28.8,51.2,0.383,0.359,76.1,10.0,13.0
2024-10-24 11:10:00,nora.renewables@hotmail.com,Snow-covered,warning,93.8,0.665,28.8,59.3,0.259,0.243,11.2,10.0,6.0
2024-10-24 16:16:00,solarcheck.qa@gmail.com,Snow-covered,warning,94.7,0.458,29.8,51.4,0.455,0.43,40.5,10.0,12.0
2024-10-26 07:46:00,solar.ops.ksa@gmail.com,Snow-covered,warning,85.5,0.177,24.7,44.2,0.045,0.042,28.3,8.0,8.0
2024-10-26 12:32:00,fatima.pv@outlook.com,Clean,info,95.4,0.623,27.3,56.8,1.889,1.799,83.1,0.4,6.0
2024-10-28 17:39:00,inspector_m@yahoo.com,Electrical-damage,critical,91.8,0.287,28.6,46.8,0.177,0.167,35.8,1.5,5.0
2024-10-30 10:43:00,maintenance01@solarfarm.com,Physical-damage,critical,89.1,0.514,25.0,47.5,0.873,0.831,56.1,8.0,11.0
2024-10-30 14:06:00,ahmed.solar@gmail.com,Clean,info,91.7,0.576,26.8,51.4,1.686,1.588,84.2,1.0,9.0
2024-10-30 16:33:00,maintenance01@solarfarm.com,Dusty,info,86.3,0.421,26.3,50.4,0.8,0.756,77.4,0.4,3.0
2024-10-30 18:09:00,solarcheck.qa@gmail.com,Physical-damage,critical,97.3,0.171,26.0,46.2,0.101,0.094,65.6,0.72,9.0
2024-10-31 17:25:00,maintenance01@solarfarm.com,Clean,info,95.5,0.341,27.1,48.9,0.502,0.47,84.7,0.3,3.0
2024-11-02 08:33:00,reemya185@gmail.com,Dusty,info,86.0,0.246,20.2,40.5,0.326,0.304,76.0,2.0,7.0
2024-11-02 08:34:00,solarcheck.qa@gmail.com,Bird-drop,warning,84.9,0.246,22.1,43.8,0.334,0.317,79.2,0.25,8.0
2024-11-03 10:03:00,pvtech.uae@gmail.com,Physical-damage,critical,91.6,0.407,24.0,48.4,0.626,0.598,51.0,0.3,9.0
2024-11-03 14:25:00,solar.ops.ksa@gmail.com,Bird-drop,warning,90.6,0.477,18.8,44.5,1.224,1.155,74.0,3.0,4.0
2024-11-04 18:43:00,solar.ops.ksa@gmail.com,Physical-damage,critical,85.2,0.14,23.4,40.4,0.055,0.053,45.2,3.0,3.0
2024-11-05 11:08:00,solar.ops.ksa@gmail.com,Dusty,info,94.0,0.494,22.4,46.2,1.316,1.229,76.0,0.45,8.0
2024-11-05 14:42:00,fatima.pv@outlook.com,Snow-covered,warning,97.0,0.526,19.2,45.3,0.316,0.297,17.3,0.6,12.0
2024-11-08 14:20:00,green.energy.eg@gmail.com,Clean,info,90.7,0.529,22.1,44.9,1.593,1.52,87.8,8.0,11.0
2024-11-08 18:18:00,fatima.pv@outlook.com,Dusty,info,91.6,0.144,20.6,38.3,0.101,0.095,78.8,3.0,6.0
2024-11-10 10:48:00,solar.ops.ksa@gmail.com,Bird-drop,warning,89.3,0.525,20.2,45.3,1.222,1.163,76.9,0.3,8.0
2024-11-12 13:35:00,pvtech.uae@gmail.com,Electrical-damage,critical,88.4,0.625,20.8,48.7,0.599,0.561,25.8,8.0,10.0
2024-11-13 17:02:00,solarcheck.qa@gmail.com,Dusty,info,80.6,0.291,21.2,40.4,0.334,0.318,67.2,10.0,13.0
2024-11-15 18:04:00,pvtech.uae@gmail.com,Clean,info,89.1,0.146,23.7,39.8,0.115,0.11,89.9,10.0,8.0
2024-11-16 15:22:00,maintenance01@solarfarm.com,Bird-drop,warning,88.7,0.508,21.0,44.6,1.194,1.142,78.0,5.0,13.0
2024-11-17 15:25:00,fatima.pv@outlook.com,Snow-covered,warning,93.6,0.47,21.0,43.1,0.55,0.523,38.6,3.0,6.0
2024-11-18 16:52:00,inspector_m@yahoo.com,Dusty,info,94.0,0.398,19.9,43.9,0.75,0.707,76.5,5.0,5.0
2024-11-20 16:38:00,reemya185@gmail.com,Clean,info,91.4,0.342,18.1,41.8,0.74,0.699,88.1,0.25,6.0
2024-11-21 09:36:00,pvtech.uae@gmail.com,Electrical-damage,critical,95.8,0.336,19.5,42.9,0.381,0.364,46.7,0.3,10.0
2024-11-23 11:13:00,ahmed.solar@gmail.com,Dusty,info,89.0,0.511,23.4,50.4,1.15,1.103,66.0,2.0,13.0
2024-11-23 13:33:00,solarcheck.qa@gmail.com,Dusty,info,82.7,0.497,23.1,50.9,1.373,1.31,75.9,2.0,7.0
2024-11-23 16:32:00,inspector_m@yahoo.com,Snow-covered,warning,87.7,0.389,18.4,41.9,0.238,0.225,24.9,0.25,10.0
2024-11-27 15:16:00,inspector_m@yahoo.com,Clean,info,95.7,0.415,23.9,49.0,1.081,1.013,84.7,5.0,4.0
2024-11-29 09:20:00,pvtech.uae@gmail.com,Dusty,info,82.2,0.384,21.7,45.4,0.718,0.674,75.6,3.0,8.0
2024-11-29 14:04:00,nora.renewables@hotmail.com,Dusty,info,95.9,0.541,21.1,45.6,1.412,1.338,75.6,0.3,7.0
2024-11-30 11:46:00,green.energy.eg@gmail.com,Bird-drop,warning,90.7,0.517,20.9,43.3,1.372,1.288,76.1,1.0,7.0
2024-12-03 12:01:00,pvtech.uae@gmail.com,Clean,info,90.3,0.538,16.3,40.2,1.756,1.666,89.1,0.45,5.0
2024-12-04 13:52:00,maintenance01@solarfarm.com,Clean,info,96.7,0.436,15.4,42.1,1.411,1.349,89.1,10.0,9.0
2024-12-06 12:40:00,maintenance01@solarfarm.com,Physical-damage,critical,97.3,0.484,13.1,34.9,0.851,0.801,47.6,0.3,10.0
2024-12-07 17:20:00,ahmed.solar@gmail.com,Physical-damage,critical,96.7,0.215,16.1,35.6,0.243,0.228,65.2,0.6,9.0
2024-12-08 08:51:00,inspector_m@yahoo.com,Clean,info,94.3,0.211,13.4,33.8,0.331,0.315,91.8,1.0,11.0
2024-12-10 07:21:00,maintenance01@solarfarm.com,Dusty,info,91.9,0.128,16.6,35.5,0.086,0.082,76.5,0.5,7.0
2024-12-10 14:56:00,ahmed.solar@gmail.com,Dusty,info,85.1,0.507,15.3,43.2,1.334,1.277,77.0,0.33,13.0
2024-12-12 15:25:00,inspector_m@yahoo.com,Dusty,info,81.2,0.446,17.8,44.8,1.009,0.95,73.9,5.0,8.0
2024-12-14 07:01:00,solarcheck.qa@gmail.com,Snow-covered,warning,88.4,0.115,14.2,31.5,0.011,0.01,10.4,0.45,13.0
2024-12-14 09:39:00,fatima.pv@outlook.com,Bird-drop,warning,83.4,0.343,15.4,35.0,0.674,0.643,80.8,5.0,7.0
2024-12-14 12:15:00,inspector_m@yahoo.com,Dusty,info,92.9,0.447,14.0,36.0,1.33,1.27,81.8,0.72,10.0
2024-12-14 16:01:00,solar.ops.ksa@gmail.com,Dusty,info,81.3,0.314,17.5,41.7,0.585,0.561,77.0,0.45,5.0
2024-12-14 18:41:00,solar.ops.ksa@gmail.com,Bird-drop,warning,93.8,0.12,13.3,31.4,0.086,0.082,81.6,3.0,3.0
2024-12-16 11:54:00,pvtech.uae@gmail.com,Electrical-damage,critical,97.2,0.509,16.6,40.1,0.747,0.71,42.6,0.3,15.0
2024-12-19 07:59:00,solar.ops.ksa@gmail.com,Clean,info,88.6,0.116,15.4,33.7,0.094,0.089,91.6,0.33,7.0
2024-12-19 13:15:00,green.energy.eg@gmail.com,Bird-drop,warning,94.0,0.499,17.2,42.5,1.388,1.293,74.6,1.0,3.0
2024-12-19 18:03:00,reemya185@gmail.com,Bird-drop,warning,92.5,0.105,16.9,36.3,0.074,0.07,79.6,0.5,9.0
2024-12-20 09:51:00,green.energy.eg@gmail.com,Dusty,info,92.3,0.355,16.9,38.0,0.602,0.575,69.8,0.33,15.0
2024-12-20 15:46:00,solar.ops.ksa@gmail.com,Electrical-damage,critical,95.1,0.384,15.6,36.0,0.454,0.426,38.5,1.5,11.0
2024-12-21 08:46:00,solar.ops.ksa@gmail.com,Dusty,info,80.2,0.202,14.3,35.0,0.265,0.247,75.2,0.6,19.0
2024-12-21 18:21:00,solar.ops.ksa@gmail.com,Dusty,info,89.7,0.125,14.9,35.3,0.085,0.081,77.4,0.33,15.0
2024-12-25 08:45:00,solar.ops.ksa@gmail.com,Clean,info,93.3,0.218,16.5,35.8,0.339,0.32,90.2,0.5,7.0
2024-12-25 10:21:00,ahmed.solar@gmail.com,Dusty,info,86.7,0.446,15.4,37.0,1.037,0.984,76.6,0.72,5.0
2024-12-25 17:17:00,solar.ops.ksa@gmail.com,Clean,info,97.8,0.247,14.5,37.7,0.381,0.357,88.9,0.72,3.0
2024-12-27 15:37:00,ahmed.solar@gmail.com,Electrical-damage,critical,90.6,0.409,16.8,41.9,0.633,0.597,50.7,0.5,6.0
2024-12-27 18:18:00,ahmed.solar@gmail.com,Snow-covered,warning,89.5,0.109,15.8,36.0,0.018,0.017,18.6,0.5,9.0
2024-12-28 11:50:00,solarcheck.qa@gmail.com,Electrical-damage,critical,90.7,0.428,17.0,42.6,0.628,0.595,42.5,0.6,14.0
2024-12-30 07:18:00,solar.ops.ksa@gmail.com,Dusty,info,86.3,0.122,14.0,32.6,0.076,0.072,70.5,8.0,1.0
2024-12-31 18:28:00,pvtech.uae@gmail.com,Bird-drop,warning,82.9,0.102,14.8,34.3,0.08,0.076,89.0,0.25,12.0
2025-01-01 09:42:00,solarcheck.qa@gmail.com,Bird-drop,warning,88.1,0.325,15.1,36.0,0.69,0.659,87.4,2.0,11.0
2025-01-02 08:57:00,green.energy.eg@gmail.com,Physical-damage,critical,96.9,0.27,17.1,36.2,0.319,0.303,69.0,0.6,10.0
2025-01-04 11:07:00,green.energy.eg@gmail.com,Clean,info,93.9,0.449,16.1,37.6,1.395,1.312,89.3,10.0,4.0
2025-01-04 13:31:00,reemya185@gmail.com,Snow-covered,warning,86.1,0.527,13.8,40.8,0.239,0.226,12.3,0.45,3.0
2025-01-05 16:24:00,green.energy.eg@gmail.com,Dusty,info,93.1,0.34,16.5,39.5,0.7,0.669,84.8,10.0,10.0
2025-01-07 12:42:00,solarcheck.qa@gmail.com,Dusty,info,91.6,0.483,14.1,38.5,1.49,1.42,84.6,0.6,9.0
2025-01-09 14:58:00,solar.ops.ksa@gmail.com,Bird-drop,warning,84.4,0.511,15.0,38.4,1.487,1.416,84.7,8.0,6.0
2025-01-10 18:18:00,inspector_m@yahoo.com,Clean,info,91.9,0.128,16.1,31.9,0.104,0.098,91.4,0.33,6.0
2025-01-12 09:20:00,solarcheck.qa@gmail.com,Electrical-damage,critical,91.5,0.399,12.6,32.8,0.391,0.369,39.8,5.0,2.0
2025-01-13 07:43:00,green.energy.eg@gmail.com,Physical-damage,critical,83.7,0.142,12.8,34.1,0.08,0.076,63.9,0.6,20.0
2025-01-14 10:15:00,solarcheck.qa@gmail.com,Bird-drop,warning,91.9,0.483,16.8,43.2,1.145,1.076,77.3,1.0,12.0
2025-01-15 07:07:00,pvtech.uae@gmail.com,Electrical-damage,critical,88.4,0.118,13.9,30.4,0.045,0.042,42.5,8.0,18.0
2025-01-15 09:00:00,ahmed.solar@gmail.com,Snow-covered,warning,94.5,0.346,16.9,38.8,0.137,0.129,16.1,3.0,12.0
